Code,Long,Lat,Flag
,140.08125,35.5833333333333,0
,140.08125,35.5791666666667,0
534020971,140.0875,35.575,1
,140.09375,35.575,0
,140.09375,35.5791666666667,0
,140.0875,35.5791666666667,0
,140.0875,35.575,0
534020972,140.09375,35.575,1
,140.1,35.575,0
,140.1,35.5791666666667,0
,140.09375,35.5791666666667,0
,140.09375,35.575,0
534020973,140.0875,35.5791666666667,1
,140.09375,35.5791666666667,0
,140.09375,35.5833333333333,0
,140.0875,35.5833333333333,0
,140.0875,35.5791666666667,0
534020974,140.09375,35.5791666666667,1
,140.1,35.5791666666667,0
,140.1,35.5833333333333,0
,140.09375,35.5833333333333,0
,140.09375,35.5791666666667,0
534020981,140.1,35.575,1
,140.10625,35.575,0
,140.10625,35.5791666666667,0
,140.1,35.5791666666667,0
,140.1,35.575,0
534020982,140.10625,35.575,1
,140.1125,35.575,0
,140.1125,35.5791666666667,0
,140.10625,35.5791666666667,0
,140.10625,35.575,0
534020983,140.1,35.5791666666667,1
,140.10625,35.5791666666667,0
,140.10625,35.5833333333333,0
,140.1,35.5833333333333,0
,140.1,35.5791666666667,0
534020984,140.10625,35.5791666666667,1
,140.1125,35.5791666666667,0
,140.1125,35.5833333333333,0
,140.10625,35.5833333333333,0
,140.10625,35.5791666666667,0
534020991,140.1125,35.575,1
,140.11875,35.575,0
,140.11875,35.5791666666667,0
,140.1125,35.5791666666667,0
,140.1125,35.575,0
534020992,140.11875,35.575,1
,140.125,35.575,0
,140.125,35.5791666666667,0
,140.11875,35.5791666666667,0
,140.11875,35.575,0
534020993,140.1125,35.5791666666667,1
,140.11875,35.5791666666667,0
,140.11875,35.5833333333333,0
,140.1125,35.5833333333333,0
,140.1125,35.5791666666667,0
534020994,140.11875,35.5791666666667,1
,140.125,35.5791666666667,0
,140.125,35.5833333333333,0
,140.11875,35.5833333333333,0
,140.11875,35.5791666666667,0
534021501,140.125,35.5416666666667,1
,140.13125,35.5416666666667,0
,140.13125,35.5458333333333,0
,140.125,35.5458333333333,0
,140.125,35.5416666666667,0
534021502,140.13125,35.5416666666667,1
,140.1375,35.5416666666667,0
,140.1375,35.5458333333333,0
,140.13125,35.5458333333333,0
,140.13125,35.5416666666667,0
534021503,140.125,35.5458333333333,1
,140.13125,35.5458333333333,0
,140.13125,35.55,0
,140.125,35.55,0
,140.125,35.5458333333333,0
534021504,140.13125,35.5458333333333,1
,140.1375,35.5458333333333,0
,140.1375,35.55,0
,140.13125,35.55,0
,140.13125,35.5458333333333,0
534021511,140.1375,35.5416666666667,1
,140.14375,35.5416666666667,0
,140.14375,35.5458333333333,0
,140.1375,35.5458333333333,0
,140.1375,35.5416666666667,0
534021512,140.14375,35.5416666666667,1
,140.15,35.5416666666667,0
,140.15,35.5458333333333,0
,140.14375,35.5458333333333,0
,140.14375,35.5416666666667,0
534021513,140.1375,35.5458333333333,1
,140.14375,35.5458333333333,0
,140.14375,35.55,0
,140.1375,35.55,0
,140.1375,35.5458333333333,0
534021514,140.14375,35.5458333333333,1
,140.15,35.5458333333333,0
,140.15,35.55,0
,140.14375,35.55,0
,140.14375,35.5458333333333,0
534021601,140.125,35.55,1
,140.13125,35.55,0
,140.13125,35.5541666666667,0
,140.125,35.5541666666667,0
,140.125,35.55,0
534021602,140.13125,35.55,1
,140.1375,35.55,0
,140.1375,35.5541666666667,0
,140.13125,35.5541666666667,0
,140.13125,35.55,0
534021603,140.125,35.5541666666667,1
,140.13125,35.5541666666667,0
,140.13125,35.5583333333333,0
,140.125,35.5583333333333,0
,140.125,35.5541666666667,0
534021604,140.13125,35.5541666666667,1
,140.1375,35.5541666666667,0
,140.1375,35.5583333333333,0
,140.13125,35.5583333333333,0
,140.13125,35.5541666666667,0
534021611,140.1375,35.55,1
,140.14375,35.55,0
,140.14375,35.5541666666667,0
,140.1375,35.5541666666667,0
,140.1375,35.55,0
534021612,140.14375,35.55,1
,140.15,35.55,0
,140.15,35.5541666666667,0
,140.14375,35.5541666666667,0
,140.14375,35.55,0
534021613,140.1375,35.5541666666667,1
,140.14375,35.5541666666667,0
,140.14375,35.5583333333333,0
,140.1375,35.5583333333333,0
,140.1375,35.5541666666667,0
534021614,140.14375,35.5541666666667,1
,140.15,35.5541666666667,0
,140.15,35.5583333333333,0
,140.14375,35.5583333333333,0
,140.14375,35.5541666666667,0
534021621,140.15,35.55,1
,140.15625,35.55,0
,140.15625,35.5541666666667,0
,140.15,35.5541666666667,0
,140.15,35.55,0
534021622,140.15625,35.55,1
,140.1625,35.55,0
,140.1625,35.5541666666667,0
,140.15625,35.5541666666667,0
,140.15625,35.55,0
534021623,140.15,35.5541666666667,1
,140.15625,35.5541666666667,0
,140.15625,35.5583333333333,0
,140.15,35.5583333333333,0
,140.15,35.5541666666667,0
534021624,140.15625,35.5541666666667,1
,140.1625,35.5541666666667,0
,140.1625,35.5583333333333,0
,140.15625,35.5583333333333,0
,140.15625,35.5541666666667,0
534021701,140.125,35.5583333333333,1
,140.13125,35.5583333333333,0
,140.13125,35.5625,0
,140.125,35.5625,0
,140.125,35.5583333333333,0
534021702,140.13125,35.5583333333333,1
,140.1375,35.5583333333333,0
,140.1375,35.5625,0
,140.13125,35.5625,0
,140.13125,35.5583333333333,0
534021703,140.125,35.5625,1
,140.13125,35.5625,0
,140.13125,35.5666666666667,0
,140.125,35.5666666666667,0
,140.125,35.5625,0
534021704,140.13125,35.5625,1
,140.1375,35.5625,0
,140.1375,35.5666666666667,0
,140.13125,35.5666666666667,0
,140.13125,35.5625,0
534021711,140.1375,35.5583333333333,1
,140.14375,35.5583333333333,0
,140.14375,35.5625,0
,140.1375,35.5625,0
,140.1375,35.5583333333333,0
534021712,140.14375,35.5583333333333,1
,140.15,35.5583333333333,0
,140.15,35.5625,0
,140.14375,35.5625,0
,140.14375,35.5583333333333,0
534021713,140.1375,35.5625,1
,140.14375,35.5625,0
,140.14375,35.5666666666667,0
,140.1375,35.5666666666667,0
,140.1375,35.5625,0
534021714,140.14375,35.5625,1
,140.15,35.5625,0
,140.15,35.5666666666667,0
,140.14375,35.5666666666667,0
,140.14375,35.5625,0
534021721,140.15,35.5583333333333,1
,140.15625,35.5583333333333,0
,140.15625,35.5625,0
,140.15,35.5625,0
,140.15,35.5583333333333,0
534021722,140.15625,35.5583333333333,1
,140.1625,35.5583333333333,0
,140.1625,35.5625,0
,140.15625,35.5625,0
,140.15625,35.5583333333333,0
534021723,140.15,35.5625,1
,140.15625,35.5625,0
,140.15625,35.5666666666667,0
,140.15,35.5666666666667,0
,140.15,35.5625,0
534021724,140.15625,35.5625,1
,140.1625,35.5625,0
,140.1625,35.5666666666667,0
,140.15625,35.5666666666667,0
,140.15625,35.5625,0
534021731,140.1625,35.5583333333333,1
,140.16875,35.5583333333333,0
,140.16875,35.5625,0
,140.1625,35.5625,0
,140.1625,35.5583333333333,0
534021732,140.16875,35.5583333333333,1
,140.175,35.5583333333333,0
,140.175,35.5625,0
,140.16875,35.5625,0
,140.16875,35.5583333333333,0
534021733,140.1625,35.5625,1
,140.16875,35.5625,0
,140.16875,35.5666666666667,0
,140.1625,35.5666666666667,0
,140.1625,35.5625,0
534021734,140.16875,35.5625,1
,140.175,35.5625,0
,140.175,35.5666666666667,0
,140.16875,35.5666666666667,0
,140.16875,35.5625,0
534021801,140.125,35.5666666666667,1
,140.13125,35.5666666666667,0
,140.13125,35.5708333333333,0
,140.125,35.5708333333333,0
,140.125,35.5666666666667,0
534021802,140.13125,35.5666666666667,1
,140.1375,35.5666666666667,0
,140.1375,35.5708333333333,0
,140.13125,35.5708333333333,0
,140.13125,35.5666666666667,0
534021803,140.125,35.5708333333333,1
,140.13125,35.5708333333333,0
,140.13125,35.575,0
,140.125,35.575,0
,140.125,35.5708333333333,0
534021804,140.13125,35.5708333333333,1
,140.1375,35.5708333333333,0
,140.1375,35.575,0
,140.13125,35.575,0
,140.13125,35.5708333333333,0
534021811,140.1375,35.5666666666667,1
,140.14375,35.5666666666667,0
,140.14375,35.5708333333333,0
,140.1375,35.5708333333333,0
,140.1375,35.5666666666667,0
534021812,140.14375,35.5666666666667,1
,140.15,35.5666666666667,0
,140.15,35.5708333333333,0
,140.14375,35.5708333333333,0
,140.14375,35.5666666666667,0
534021813,140.1375,35.5708333333333,1
,140.14375,35.5708333333333,0
,140.14375,35.575,0
,140.1375,35.575,0
,140.1375,35.5708333333333,0
534021814,140.14375,35.5708333333333,1
,140.15,35.5708333333333,0
,140.15,35.575,0
,140.14375,35.575,0
,140.14375,35.5708333333333,0
534021821,140.15,35.5666666666667,1
,140.15625,35.5666666666667,0
,140.15625,35.5708333333333,0
,140.15,35.5708333333333,0
,140.15,35.5666666666667,0
534021822,140.15625,35.5666666666667,1
,140.1625,35.5666666666667,0
,140.1625,35.5708333333333,0
,140.15625,35.5708333333333,0
,140.15625,35.5666666666667,0
534021823,140.15,35.5708333333333,1
,140.15625,35.5708333333333,0
,140.15625,35.575,0
,140.15,35.575,0
,140.15,35.5708333333333,0
534021824,140.15625,35.5708333333333,1
,140.1625,35.5708333333333,0
,140.1625,35.575,0
,140.15625,35.575,0
,140.15625,35.5708333333333,0
534021831,140.1625,35.5666666666667,1
,140.16875,35.5666666666667,0
,140.16875,35.5708333333333,0
,140.1625,35.5708333333333,0
,140.1625,35.5666666666667,0
534021832,140.16875,35.5666666666667,1
,140.175,35.5666666666667,0
,140.175,35.5708333333333,0
,140.16875,35.5708333333333,0
,140.16875,35.5666666666667,0
534021833,140.1625,35.5708333333333,1
,140.16875,35.5708333333333,0
,140.16875,35.575,0
,140.1625,35.575,0
,140.1625,35.5708333333333,0
534021834,140.16875,35.5708333333333,1
,140.175,35.5708333333333,0
,140.175,35.575,0
,140.16875,35.575,0
,140.16875,35.5708333333333,0
534021901,140.125,35.575,1
,140.13125,35.575,0
,140.13125,35.5791666666667,0
,140.125,35.5791666666667,0
,140.125,35.575,0
534021902,140.13125,35.575,1
,140.1375,35.575,0
,140.1375,35.5791666666667,0
,140.13125,35.5791666666667,0
,140.13125,35.575,0
534021903,140.125,35.5791666666667,1
,140.13125,35.5791666666667,0
,140.13125,35.5833333333333,0
,140.125,35.5833333333333,0
,140.125,35.5791666666667,0
534021904,140.13125,35.5791666666667,1
,140.1375,35.5791666666667,0
,140.1375,35.5833333333333,0
,140.13125,35.5833333333333,0
,140.13125,35.5791666666667,0
534021911,140.1375,35.575,1
,140.14375,35.575,0
,140.14375,35.5791666666667,0
,140.1375,35.5791666666667,0
,140.1375,35.575,0
534021912,140.14375,35.575,1
,140.15,35.575,0
,140.15,35.5791666666667,0
,140.14375,35.5791666666667,0
,140.14375,35.575,0
534021913,140.1375,35.5791666666667,1
,140.14375,35.5791666666667,0
,140.14375,35.5833333333333,0
,140.1375,35.5833333333333,0
,140.1375,35.5791666666667,0
534021914,140.14375,35.5791666666667,1
,140.15,35.5791666666667,0
,140.15,35.5833333333333,0
,140.14375,35.5833333333333,0
,140.14375,35.5791666666667,0
534021921,140.15,35.575,1
,140.15625,35.575,0
,140.15625,35.5791666666667,0
,140.15,35.5791666666667,0
,140.15,35.575,0
534021922,140.15625,35.575,1
,140.1625,35.575,0
,140.1625,35.5791666666667,0
,140.15625,35.5791666666667,0
,140.15625,35.575,0
534021923,140.15,35.5791666666667,1
,140.15625,35.5791666666667,0
,140.15625,35.5833333333333,0
,140.15,35.5833333333333,0
,140.15,35.5791666666667,0
534021924,140.15625,35.5791666666667,1
,140.1625,35.5791666666667,0
,140.1625,35.5833333333333,0
,140.15625,35.5833333333333,0
,140.15625,35.5791666666667,0
534021931,140.1625,35.575,1
,140.16875,35.575,0
,140.16875,35.5791666666667,0
,140.1625,35.5791666666667,0
,140.1625,35.575,0
534021932,140.16875,35.575,1
,140.175,35.575,0
,140.175,35.5791666666667,0
,140.16875,35.5791666666667,0
,140.16875,35.575,0
534021933,140.1625,35.5791666666667,1
,140.16875,35.5791666666667,0
,140.16875,35.5833333333333,0
,140.1625,35.5833333333333,0
,140.1625,35.5791666666667,0
534021934,140.16875,35.5791666666667,1
,140.175,35.5791666666667,0
,140.175,35.5833333333333,0
,140.16875,35.5833333333333,0
,140.16875,35.5791666666667,0
534021941,140.175,35.575,1
,140.18125,35.575,0
,140.18125,35.5791666666667,0
,140.175,35.5791666666667,0
,140.175,35.575,0
534021942,140.18125,35.575,1
,140.1875,35.575,0
,140.1875,35.5791666666667,0
,140.18125,35.5791666666667,0
,140.18125,35.575,0
534021943,140.175,35.5791666666667,1
,140.18125,35.5791666666667,0
,140.18125,35.5833333333333,0
,140.175,35.5833333333333,0
,140.175,35.5791666666667,0
534021944,140.18125,35.5791666666667,1
,140.1875,35.5791666666667,0
,140.1875,35.5833333333333,0
,140.18125,35.5833333333333,0
,140.18125,35.5791666666667,0
534030061,140.075,35.5833333333333,1
,140.08125,35.5833333333333,0
,140.08125,35.5875,0
,140.075,35.5875,0
,140.075,35.5833333333333,0
534030062,140.08125,35.5833333333333,1
,140.0875,35.5833333333333,0
,140.0875,35.5875,0
,140.08125,35.5875,0
,140.08125,35.5833333333333,0
534030063,140.075,35.5875,1
,140.08125,35.5875,0
,140.08125,35.5916666666667,0
,140.075,35.5916666666667,0
,140.075,35.5875,0
534030064,140.08125,35.5875,1
,140.0875,35.5875,0
,140.0875,35.5916666666667,0
,140.08125,35.5916666666667,0
,140.08125,35.5875,0
534030071,140.0875,35.5833333333333,1
,140.09375,35.5833333333333,0
,140.09375,35.5875,0
,140.0875,35.5875,0
,140.0875,35.5833333333333,0
534030072,140.09375,35.5833333333333,1
,140.1,35.5833333333333,0
,140.1,35.5875,0
,140.09375,35.5875,0
,140.09375,35.5833333333333,0
534030073,140.0875,35.5875,1
,140.09375,35.5875,0
,140.09375,35.5916666666667,0
,140.0875,35.5916666666667,0
,140.0875,35.5875,0
534030074,140.09375,35.5875,1
,140.1,35.5875,0
,140.1,35.5916666666667,0
,140.09375,35.5916666666667,0
,140.09375,35.5875,0
534030081,140.1,35.5833333333333,1
,140.10625,35.5833333333333,0
,140.10625,35.5875,0
,140.1,35.5875,0
,140.1,35.5833333333333,0
534030082,140.10625,35.5833333333333,1
,140.1125,35.5833333333333,0
,140.1125,35.5875,0
,140.10625,35.5875,0
,140.10625,35.5833333333333,0
534030083,140.1,35.5875,1
,140.10625,35.5875,0
,140.10625,35.5916666666667,0
,140.1,35.5916666666667,0
,140.1,35.5875,0
534030084,140.10625,35.5875,1
,140.1125,35.5875,0
,140.1125,35.5916666666667,0
,140.10625,35.5916666666667,0
,140.10625,35.5875,0
534030091,140.1125,35.5833333333333,1
,140.11875,35.5833333333333,0
,140.11875,35.5875,0
,140.1125,35.5875,0
,140.1125,35.5833333333333,0
534030092,140.11875,35.5833333333333,1
,140.125,35.5833333333333,0
,140.125,35.5875,0
,140.11875,35.5875,0
,140.11875,35.5833333333333,0
534030093,140.1125,35.5875,1
,140.11875,35.5875,0
,140.11875,35.5916666666667,0
,140.1125,35.5916666666667,0
,140.1125,35.5875,0
534030094,140.11875,35.5875,1
,140.125,35.5875,0
,140.125,35.5916666666667,0
,140.11875,35.5916666666667,0
,140.11875,35.5875,0
534030171,140.0875,35.5916666666667,1
,140.09375,35.5916666666667,0
,140.09375,35.5958333333333,0
,140.0875,35.5958333333333,0
,140.0875,35.5916666666667,0
534030172,140.09375,35.5916666666667,1
,140.1,35.5916666666667,0
,140.1,35.5958333333333,0
,140.09375,35.5958333333333,0
,140.09375,35.5916666666667,0
534030173,140.0875,35.5958333333333,1
,140.09375,35.5958333333333,0
,140.09375,35.6,0
,140.0875,35.6,0
,140.0875,35.5958333333333,0
534030174,140.09375,35.5958333333333,1
,140.1,35.5958333333333,0
,140.1,35.6,0
,140.09375,35.6,0
,140.09375,35.5958333333333,0
534030181,140.1,35.5916666666667,1
,140.10625,35.5916666666667,0
,140.10625,35.5958333333333,0
,140.1,35.5958333333333,0
,140.1,35.5916666666667,0
534030182,140.10625,35.5916666666667,1
,140.1125,35.5916666666667,0
,140.1125,35.5958333333333,0
,140.10625,35.5958333333333,0
,140.10625,35.5916666666667,0
534030183,140.1,35.5958333333333,1
,140.10625,35.5958333333333,0
,140.10625,35.6,0
,140.1,35.6,0
,140.1,35.5958333333333,0
534030184,140.10625,35.5958333333333,1
,140.1125,35.5958333333333,0
,140.1125,35.6,0
,140.10625,35.6,0
,140.10625,35.5958333333333,0
534030191,140.1125,35.5916666666667,1
,140.11875,35.5916666666667,0
,140.11875,35.5958333333333,0
,140.1125,35.5958333333333,0
,140.1125,35.5916666666667,0
534030192,140.11875,35.5916666666667,1
,140.125,35.5916666666667,0
,140.125,35.5958333333333,0
,140.11875,35.5958333333333,0
,140.11875,35.5916666666667,0
534030193,140.1125,35.5958333333333,1
,140.11875,35.5958333333333,0
,140.11875,35.6,0
,140.1125,35.6,0
,140.1125,35.5958333333333,0
534030194,140.11875,35.5958333333333,1
,140.125,35.5958333333333,0
,140.125,35.6,0
,140.11875,35.6,0
,140.11875,35.5958333333333,0
534030271,140.0875,35.6,1
,140.09375,35.6,0
,140.09375,35.6041666666667,0
,140.0875,35.6041666666667,0
,140.0875,35.6,0
534030272,140.09375,35.6,1
,140.1,35.6,0
,140.1,35.6041666666667,0
,140.09375,35.6041666666667,0
,140.09375,35.6,0
534030273,140.0875,35.6041666666667,1
,140.09375,35.6041666666667,0
,140.09375,35.6083333333333,0
,140.0875,35.6083333333333,0
,140.0875,35.6041666666667,0
534030274,140.09375,35.6041666666667,1
,140.1,35.6041666666667,0
,140.1,35.6083333333333,0
,140.09375,35.6083333333333,0
,140.09375,35.6041666666667,0
534030281,140.1,35.6,1
,140.10625,35.6,0
,140.10625,35.6041666666667,0
,140.1,35.6041666666667,0
,140.1,35.6,0
534030282,140.10625,35.6,1
,140.1125,35.6,0
,140.1125,35.6041666666667,0
,140.10625,35.6041666666667,0
,140.10625,35.6,0
534030283,140.1,35.6041666666667,1
,140.10625,35.6041666666667,0
,140.10625,35.6083333333333,0
,140.1,35.6083333333333,0
,140.1,35.6041666666667,0
534030284,140.10625,35.6041666666667,1
,140.1125,35.6041666666667,0
,140.1125,35.6083333333333,0
,140.10625,35.6083333333333,0
,140.10625,35.6041666666667,0
534030291,140.1125,35.6,1
,140.11875,35.6,0
,140.11875,35.6041666666667,0
,140.1125,35.6041666666667,0
,140.1125,35.6,0
534030292,140.11875,35.6,1
,140.125,35.6,0
,140.125,35.6041666666667,0
,140.11875,35.6041666666667,0
,140.11875,35.6,0
534030293,140.1125,35.6041666666667,1
,140.11875,35.6041666666667,0
,140.11875,35.6083333333333,0
,140.1125,35.6083333333333,0
,140.1125,35.6041666666667,0
534030294,140.11875,35.6041666666667,1
,140.125,35.6041666666667,0
,140.125,35.6083333333333,0
,140.11875,35.6083333333333,0
,140.11875,35.6041666666667,0
534030381,140.1,35.6083333333333,1
,140.10625,35.6083333333333,0
,140.10625,35.6125,0
,140.1,35.6125,0
,140.1,35.6083333333333,0
534030382,140.10625,35.6083333333333,1
,140.1125,35.6083333333333,0
,140.1125,35.6125,0
,140.10625,35.6125,0
,140.10625,35.6083333333333,0
534030383,140.1,35.6125,1
,140.10625,35.6125,0
,140.10625,35.6166666666667,0
,140.1,35.6166666666667,0
,140.1,35.6125,0
534030384,140.10625,35.6125,1
,140.1125,35.6125,0
,140.1125,35.6166666666667,0
,140.10625,35.6166666666667,0
,140.10625,35.6125,0
534030391,140.1125,35.6083333333333,1
,140.11875,35.6083333333333,0
,140.11875,35.6125,0
,140.1125,35.6125,0
,140.1125,35.6083333333333,0
534030392,140.11875,35.6083333333333,1
,140.125,35.6083333333333,0
,140.125,35.6125,0
,140.11875,35.6125,0
,140.11875,35.6083333333333,0
534030393,140.1125,35.6125,1
,140.11875,35.6125,0
,140.11875,35.6166666666667,0
,140.1125,35.6166666666667,0
,140.1125,35.6125,0
534030394,140.11875,35.6125,1
,140.125,35.6125,0
,140.125,35.6166666666667,0
,140.11875,35.6166666666667,0
,140.11875,35.6125,0
534030471,140.0875,35.6166666666667,1
,140.09375,35.6166666666667,0
,140.09375,35.6208333333333,0
,140.0875,35.6208333333333,0
,140.0875,35.6166666666667,0
534030472,140.09375,35.6166666666667,1
,140.1,35.6166666666667,0
,140.1,35.6208333333333,0
,140.09375,35.6208333333333,0
,140.09375,35.6166666666667,0
534030473,140.0875,35.6208333333333,1
,140.09375,35.6208333333333,0
,140.09375,35.625,0
,140.0875,35.625,0
,140.0875,35.6208333333333,0
534030474,140.09375,35.6208333333333,1
